Auctioneer,Phone,E-mail,District,Region,Latitude,Longitude,Title of auction,Beginning_on,Beginning_at,Category,Subcategory,Auction_code,Estimated_price,Reserve_price,Link
Jícha Lukáš,588003999,urad@eujicha.cz,Vsetín,Zlínský kraj,49.4629751,18.1380634,"Byt 2+1 v obci Rožnov pod Radhoštěm, okr. Vsetín",2021-09-08,11:00,Nemovitosti,Byt,203EX19389/13,1575470,1050313,https://www.portaldrazeb.cz/drazba/203ex19389-13-45lqv
Jícha Lukáš,588003999,urad@eujicha.cz,Ústí nad Orlicí,Pardubický kraj,50.0405791,16.2864443,"Podíl na pozemcích v k.ú. Mladějov na Moravě, okr. Svitavy, Němčí a Sudslava, okr. Ústí nad Orlicí",2021-09-08,11:00,Nemovitosti,Pozemek,203EX44807/11,34000,22667,https://www.portaldrazeb.cz/drazba/203ex44807-11-nqoo1
Dolanský Pavel,311622657,podatelna@exekuceberoun.cz,Litoměřice,Ústecký kraj,50.0763558,14.4734914,"Garáž, Žalhostice, podíl 1/3",2021-09-08,11:00,Nemovitosti,Ostatní,5EX07034/14-60,21000,14000,https://www.portaldrazeb.cz/drazba/015ex07034-14-60-1l8gr
Pelikán Petr,606050465,podatelna@exekuce-pardubice.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Zemědělský objekt, Bojiště u Trutnova",2021-09-08,11:00,Nemovitosti,Zemědělská stavba,EX01304/12-150,50000,33334,https://www.portaldrazeb.cz/drazba/211ex01304-12-150-ek7ea
Michlová Monika,558847012,podatelna@exekucenj.cz,Vyškov,Jihomoravský kraj,50.0763558,14.4734914,"Chata, Luleč, podíl 1/6 a 1/6",2021-09-08,11:00,Nemovitosti,Rekreační objekt,3DD00002/21-10,135000,90334,https://www.portaldrazeb.cz/drazba/163dd00002-21-10-2xykn
Koncz David,355318111,podatelna@eucheb.cz,Louny,Ústecký kraj,,,Opakovaná Dražba podílu 5/24 pozemku (zahr. kolonie) v obci Dobroměřice okres Louny,2021-09-08,11:00,Nemovitosti,Pozemek,EX10894/18-120,150000,75000,https://www.portaldrazeb.cz/drazba/074ex10894-18-120-nqo7y
Kubis Marcel,583550263,urad@exekucesumperk.cz,Vsetín,Zlínský kraj,49.3754942,17.8671417,"Dražba lesního pozemku v obci Hošťálková, okres Vsetín",2021-09-08,11:30,Nemovitosti,Pozemek,139EX20095/20,63470,42314,https://www.portaldrazeb.cz/drazba/139ex20095-20-95le3
Valenta Jan,775178774,podatelna@exekuce.org,Praha,Hlavní město Praha,"50.081372,",,"Pozemky v k.ú. Újezd nad Lesy, okr. Praha",2021-09-08,12:00,Nemovitosti,Pozemek,96EX223/15-160,127000,50800,https://www.portaldrazeb.cz/drazba/196ex223-15-160-ekgbq
Jaroš Petr,469623238,info@exekucejaros.cz,Chrudim,Pardubický kraj,49.9339151,15.8076249,"Dražba podílu na RD, Chrudim",2021-09-08,12:00,Nemovitosti,Rodinný dům,29EX5095/14-81,574040,382693,https://www.portaldrazeb.cz/drazba/129ex5095-14-81-ek7wm
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Litoměřice,Ústecký kraj,"50.480045,",,podíl 1/2 trvalý travní porost a ostatní plocha - Keblice,2021-09-09,06:00,Nemovitosti,Pozemek,225EX1060/03,33000,22000,https://www.portaldrazeb.cz/drazba/225ex1060-03-pdoyz
Valenta Jan,775178774,podatelna@exekuce.org,Přerov,Olomoucký kraj,"49.481883,",,"Spoluvlastnický podíl 6/110 pozemků v k.ú. Kokory, okr. Přerov",2021-09-09,06:30,Nemovitosti,Pozemek,96EX402/12-184,46000,30667,https://www.portaldrazeb.cz/drazba/196ex402-12-184-xjwxa
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Hradec Králové,Královéhradecký kraj,50.1897811,15.4831714,podíl 1/4 zemědělských pozemků - Luková nad Cidlinou,2021-09-09,06:30,Nemovitosti,Pozemek,225EX1676/07,411000,274000,https://www.portaldrazeb.cz/drazba/225ex1676-07-95lzk
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  5960 m2, Brumovice, podíl 3/4",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73B,43800,29200,https://www.portaldrazeb.cz/drazba/007ex00386-20-73b-dlzkk
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  2870 m2, Brumovice, podíl 1/4",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73A,89100,59400,https://www.portaldrazeb.cz/drazba/007ex00386-20-73a-pdozp
Kocián Petr,544508311,info@exekutorbrno.cz,Klatovy,Plzeňský kraj,"49.171129,",,"id. 1/8 rekr. objektu v Kašperských Horách, okr. Klatovy",2021-09-09,07:00,Nemovitosti,Rekreační objekt,7EX10977/17-MB,340000,226667,https://www.portaldrazeb.cz/drazba/137ex10977-17-mb-kdozz
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.3987983,13.2946508,vozidlo,2021-09-09,07:00,Movitosti,-,20EX5605/20-91,15000,5000,https://www.portaldrazeb.cz/drazba/120ex5605-20-91-2xgwe
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  4331 m2, Brumovice, podíl 1/2",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73C,36300,24200,https://www.portaldrazeb.cz/drazba/007ex00386-20-73c-dlzmy
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  5870 m2, Brumovice, podíl 1/8",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73D,24900,16600,https://www.portaldrazeb.cz/drazba/007ex00386-20-73d-pdo1v
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  5172 m2, Brumovice, podíl 1/2",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73E,87000,58000,https://www.portaldrazeb.cz/drazba/007ex00386-20-73e-mgox1
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  12983 m2, Brumovice, podíl 1/2",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73F,222900,148600,https://www.portaldrazeb.cz/drazba/007ex00386-20-73f-w8er4
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  6601 m2, Brumovice, podíl 1/2",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73G,177900,118600,https://www.portaldrazeb.cz/drazba/007ex00386-20-73g-95lor
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  2464 m2, Brumovice, podíl 1/2",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73H,116400,77600,https://www.portaldrazeb.cz/drazba/007ex00386-20-73h-kdoka
Brančík Kamil,518346669,info@exekutorhodonin.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  619 m2, Břeclav, podíl 6826/178042",2021-09-09,07:00,Nemovitosti,Pozemek,EX00386/20-73I,15300,10200,https://www.portaldrazeb.cz/drazba/007ex00386-20-73i-xjwrx
Koutníková Eva,511444440,eva.koutnikova@soudniexekutorka.cz,Svitavy,Pardubický kraj,50.0763558,14.4734914,chata v k.ú. Opatov v Čechách,2021-09-09,07:00,Nemovitosti,Rekreační objekt,193EX03406/18,160000,106667,https://www.portaldrazeb.cz/drazba/193ex03406-18-pdjkz
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Kroměříž,Zlínský kraj,49.2995172,17.5406681,Podíl 1/50 orné půdy - Ludslavice,2021-09-09,07:00,Nemovitosti,Pozemek,225EX735/03,3600,2400,https://www.portaldrazeb.cz/drazba/225ex735-03-45lgw
Mika Dalimil,376310088,kancelar@euk.cz,Náchod,Královéhradecký kraj,50.4845714,16.0956364,"podíl 1/50 pozemku v obci Červený Kostelec, okres Náchod",2021-09-09,07:00,Nemovitosti,Pozemek,EX23653/10-169,3000,2000,https://www.portaldrazeb.cz/drazba/120ex23653-10-169-rbr2z
Prošek Jiří,377464009,info@exekutors.cz,Neuvedeno,-,,,"Tahač DAF . FT XF105.460 SC rv 2006, návěs HUMBAUR, r.v. 2007",2021-09-09,07:30,Movitosti,Auto-moto,EX01325/20-188,93000,31000,https://www.portaldrazeb.cz/drazba/134ex01325-20-188-lgo7d
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.1564294,13.220231},"podíl 1/6 pozemku v k.ú. Špičák, okres Klatovy.",2021-09-09,07:30,Nemovitosti,Pozemek,EX36386/15-653,6000,4000,https://www.portaldrazeb.cz/drazba/120ex36386-15-653-jl010
Kocián Petr,544508311,info@exekutorbrno.cz,Most,Ústecký kraj,,,"Družstevní byt o velikosti 3+1 v Mostě, okr. Most",2021-09-09,07:30,Firmy,-,7EX3809/20-MB1,1055000,703333,https://www.portaldrazeb.cz/drazba/137ex3809-20-mb1-1lqod
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Opava,Moravskoslezský kraj,"49.977275,",,podíl 2/24 orné půdy - Vávrovice,2021-09-09,07:30,Nemovitosti,Pozemek,225EX480/17,21000,14000,https://www.portaldrazeb.cz/drazba/225ex480-17-nqoj7
Erben Ivan,222313203,info@exekutor-praha8.cz,Praha,Hlavní město Praha,50.0812936,14.3119464,Soubor autovraků s příslušenstvím,2021-09-09,08:00,Movitosti,Auto-moto,1EX13742/19-59,150000,50000,https://www.portaldrazeb.cz/drazba/021ex13742-19-59-xjwo9
Slušná Jana,563034049,podatelna@slusna-exekuce.cz,Jihlava,Kraj Vysočina,49.4816465,15.7220001,"Spoluvlastnický podíl 1/2 k rodinnému domu a zahradě ve městě Polná, okr. Jihlava",2021-09-09,08:00,Nemovitosti,Rodinný dům,222EX82/15-169,1167000,778000,https://www.portaldrazeb.cz/drazba/222ex82-15-169-dqowo
Mika Dalimil,376310088,kancelar@euk.cz,Klatovy,Plzeňský kraj,49.1562962,13.2209754,"podíl 1/6 pozemku v k.ú. Špičák, okres Klatovy",2021-09-09,08:00,Nemovitosti,Pozemek,EX36386/15-654,6000,4000,https://www.portaldrazeb.cz/drazba/120ex36386-15-654-rbraz
Šůstek Svatopluk,730895831,podatelna@exekuceolomouc.cz,Blansko,Jihomoravský kraj,49.5768228,16.5754519,"Pozemek o velikosti  3721 m2, Třebětín u Letovic",2021-09-09,08:00,Nemovitosti,Pozemek,EX00255/17-473,150000,75000,https://www.portaldrazeb.cz/drazba/185ex00255-17-473-xjwe9
Kocián Petr,544508311,info@exekutorbrno.cz,Prachatice,Jihočeský kraj,49.0129234,13.9975213,"Byt 3+1, Prachatice",2021-09-09,08:00,Nemovitosti,Byt,7EX12455/20-PP,2790000,1860000,https://www.portaldrazeb.cz/drazba/137ex12455-20-pp-1lqkn
Král Jiří,596126600,podatelna@eurad-ova.cz,Semily,Liberecký kraj,,,"Chata, Bukovina u Turnova, podíl 1/2",2021-09-09,08:00,Nemovitosti,-,043EX880/20,442000,301333,https://www.portaldrazeb.cz/drazba/043ex880-20-xjk5y
Šůstek Svatopluk,730895831,podatelna@exekuceolomouc.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Pozemek o velikosti  2996 m2, Bílovice u Uherského Hradiště, podíl 5/30",2021-09-09,08:00,Nemovitosti,Pozemek,EX02177/08-161,27000,18000,https://www.portaldrazeb.cz/drazba/185ex02177-08-161-dqopj
Erben Ivan,222313203,info@exekutor-praha8.cz,Praha,Hlavní město Praha,50.0812936,14.3119464,Soubor autovraků s příslušenstvím,2021-09-09,08:00,Movitosti,Auto-moto,1EX13742/19-59,150000,50000,https://www.portaldrazeb.cz/drazba/021ex13742-19-59-xjwo9
"Douchová Martina,",381251527,exekutor@exekucetabor.cz,Příbram,Středočeský kraj,49.5920097,14.2229616,Podíl id. 1/2 na pozemku Milešov nad Vltavou,2021-09-09,08:00,Nemovitosti,Pozemek,017DD15/98-32,580000,174000,https://www.portaldrazeb.cz/drazba/017dd15-98-32-yo5r0
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Opava,Moravskoslezský kraj,49.8824853,18.0548275,"podíly 2/6, 2/276 a 2/276 na zemědělských a lesních pozemcích - Hrabyně",2021-09-09,08:00,Nemovitosti,Pozemek,225EX2076/17,82000,54667,https://www.portaldrazeb.cz/drazba/225ex2076-17-kdooe
Fendrych Jan,222741440,podatelna@exekucni-urad.cz,Mělník,Středočeský kraj,50.3530401,14.4572989,"Dražba zemědělské stavby v obci Hořín, okr. Mělník, č.j. 132 EX 25185/09-87, 3. kolo",2021-09-09,08:00,Nemovitosti,Zemědělská stavba,2EX25185/09-87,80000,32000,https://www.portaldrazeb.cz/drazba/132ex25185-09-87-a9mqk
"Douchová Martina,",381251527,exekutor@exekucetabor.cz,Jindřichův Hradec,Jihočeský kraj,"49.025648,",,Id. 1/10 na pozemcích v obci Třeboň,2021-09-09,08:00,Nemovitosti,Pozemek,17EX152/09-146,191444,95722,https://www.portaldrazeb.cz/drazba/017ex152-09-146-pdoxp
Smékal Marcel,236034034,urad@exsmekal.cz,Frýdek-Místek,Moravskoslezský kraj,"49.673502,",,"ELEKTRONICKÁ DRAŽBA! Členská práva v bytovém družstvu spojená s užíváním bytu, obec Frýdek-Místek, okres Frýdek-Místek",2021-09-09,08:30,Nemovitosti,Byt,EX11075/13-563,2430000,1620000,https://www.portaldrazeb.cz/drazba/081ex11075-13-563-dlq4d
Fendrych Jan,222741440,podatelna@exekucni-urad.cz,Praha-západ,Středočeský kraj,49.8536346,14.2091372,"Dražba orné půdy v obci Kytín, okr. Praha-západ, č.j. 132 EX 25007/09-183",2021-09-09,09:00,Nemovitosti,-,EX25007/09-183,3000,2000,https://www.portaldrazeb.cz/drazba/132ex25007-09-183-jl88w
Blažková Alena,542220200,podatelna@exekutorblazkova.cz,Brno-město,Jihomoravský kraj,"49.14358,""",,"Dražba spoluvl. podílu pozemku, město Brno",2021-09-09,09:00,Nemovitosti,-,06EX3260/20-64,122000,81334,https://www.portaldrazeb.cz/drazba/006ex3260-20-64-45lwv
Blažková Alena,542220200,podatelna@exekutorblazkova.cz,Praha-západ,Středočeský kraj,49.8669288,14.3354592,"Další dražba spoluvl. podílu domu, město Čisovice",2021-09-09,09:00,Nemovitosti,Rodinný dům,006DD2/21-20,2250000,1490000,https://www.portaldrazeb.cz/drazba/006dd2-21-20-a9m8b
Smékal Marcel,236034034,urad@exsmekal.cz,Prostějov,Olomoucký kraj,49.5117447,17.0645621,"ELEKTRONICKÁ DRAŽBA! Garáž, obec Kostelec na Hané, okres Prostějov",2021-09-09,09:00,Nemovitosti,Ostatní,EX17540/13-464,90000,60000,https://www.portaldrazeb.cz/drazba/081ex17540-13-464-mg5wl
Flajšhansová Vendula,377532479,podatelna@exekutori.com,Plzeň-sever,Plzeňský kraj,49.7637924,13.2521036,Pozemky - ostatní plocha a zahrada v obci Kozolupy,2021-09-09,09:30,Nemovitosti,Pozemek,21EX124/17-184,344600,229734,https://www.portaldrazeb.cz/drazba/121ex124-17-184-kdoo4
Smékal Marcel,236034034,urad@exsmekal.cz,Plzeň-sever,Plzeňský kraj,49.7140119,13.1972254,"ELEKTRONICKÁ DRAŽBA! Byt, podíl 1/3, obec Nýřany, okres Plzeň-sever",2021-09-09,09:30,Nemovitosti,Byt,EX06021/12-286,655000,436700,https://www.portaldrazeb.cz/drazba/081ex06021-12-286-w8xzy
Smékal Marcel,236034034,urad@exsmekal.cz,Teplice,Ústecký kraj,50.6496703,13.8883485,"ELEKTRONICKÁ DRŽBA! Pozemek s objektem, obec Srbice, okres Teplice",2021-09-09,10:00,Nemovitosti,Garáž,EX45760/11-237,570000,380000,https://www.portaldrazeb.cz/drazba/081ex45760-11-237-95qze
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Chomutov,Ústecký kraj,50.4301902,13.4368932,"1/2 pozemků v obci Droužkovice, okres Chomutov",2021-09-09,11:00,Nemovitosti,Pozemek,EX51728/13-158,171000,114000,https://www.portaldrazeb.cz/drazba/030ex51728-13-158-jl8nk
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Ústí nad Labem,Ústecký kraj,50.7083533,13.9453266,"1/10 pozemku (ostatní plocha) v obci Chlumec, k.ú. Žandov u Chlumce, okres Ústí nad Labem",2021-09-09,11:00,Nemovitosti,Pozemek,EX38151/13-159,7580,5053,https://www.portaldrazeb.cz/drazba/030ex38151-13-159-nqom4
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Prostějov,Olomoucký kraj,49.4783976,17.157706},"Pozemek (trvalý travní porost) v obci Prostějov, k.ú. Vrahovice, okres Prostějov",2021-09-09,11:00,Nemovitosti,Pozemek,EX05342/09-306,47000,31333,https://www.portaldrazeb.cz/drazba/030ex05342-09-306-kdonz
Popková Magdaléna,482712588,mail@exekuce-liberec.cz,Mladá Boleslav,Středočeský kraj,50.0763558,14.4734914,"Pozemek o velikosti  25 m2, Mladá Boleslav, podíl 1/12",2021-09-09,11:00,Nemovitosti,Pozemek,EX01437/05-138,18750,9375,https://www.portaldrazeb.cz/drazba/209ex01437-05-138-jl04j
Popková Magdaléna,482712588,mail@exekuce-liberec.cz,Liberec,Liberecký kraj,50.0763558,14.4734914,"Pozemek o velikosti  787 m2, Růžodol I",2021-09-09,11:00,Nemovitosti,Pozemek,9EX03413/17-73,700000,466667,https://www.portaldrazeb.cz/drazba/209ex03413-17-73-nq7my
Krejsta Jan,530513513,exekutor@eubrno.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Rodinný dům, Horní Smržov, podíl 1/2",2021-09-09,11:00,Nemovitosti,Rodinný dům,EX00509/18-317,227400,151600,https://www.portaldrazeb.cz/drazba/159ex00509-18-317-w8ejj
Prošek Jiří,377464009,info@exekutors.cz,Louny,Ústecký kraj,50.2305644,13.4087133,"Rodinný dům, Podbořany, podíl 1/18",2021-09-09,11:00,Nemovitosti,Rodinný dům,EX19607/14-639,39000,26000,https://www.portaldrazeb.cz/drazba/134ex19607-14-639-45x4g
Homola Jaroslav,543237149,exekutorsky.urad@brno-mesto.cz,Znojmo,Jihomoravský kraj,49.0309262,16.438648},"Rodinný dům v obci Jezeřany-Maršovice, k.ú. Jezeřany, okres Znojmo",2021-09-09,11:00,Nemovitosti,Rodinný dům,EX16188/17-158,1340000,893333,https://www.portaldrazeb.cz/drazba/030ex16188-17-158-rbj0r
Kubis Marcel,583550263,urad@exekucesumperk.cz,Pardubice,Pardubický kraj,50.0341818,15.7974194,Dražba bytu 3+1 v Pardubicích (Na Drážce),2021-09-09,11:30,Nemovitosti,Byt,EX13776/11-083,3230000,2153400,https://www.portaldrazeb.cz/drazba/139ex13776-11-083-95ljp
Kohoutek Predrag,388440050,kohoutek@soudni-exekutor.org,Opava,Moravskoslezský kraj,,,Podíl 1/2 na rodinném domě v Sudicích,2021-09-09,13:00,Nemovitosti,-,152DD2/21-33,1100000,1100000,https://www.portaldrazeb.cz/drazba/152dd2-21-33-xjw89
Kocinec Jaroslav,776047050,podatelna@kocinec.eu,Frýdek-Místek,Moravskoslezský kraj,50.0763558,14.4734914,Dům s komerčními prostory LV 1662 č.p. 113 v obci Frýdek-Místek,2021-09-10,07:00,Nemovitosti,Průmyslová stavba,DD20021/21-TEF,25000000,25000000,https://www.portaldrazeb.cz/drazba/142dd20021-21-tef-95xgj
Prošek Jiří,377464009,info@exekutors.cz,Neuvedeno,-,,,Vybavení estetického salónu,2021-09-10,07:00,Movitosti,Ostatní,EX01698/20-167,616200,205400,https://www.portaldrazeb.cz/drazba/134ex01698-20-167-ek7dz
Jenerál Marek,577001640,podatelna@euzl.cz,Žďár nad Sázavou,Kraj Vysočina,49.3241908,16.1792341,Dubové řezivo vzduchosuché,2021-09-10,08:00,Movitosti,Ostatní,77EX413/20-397,1363320,450444,https://www.portaldrazeb.cz/drazba/177ex413-20-397-aqa3j
Jenerál Marek,577001640,podatelna@euzl.cz,Žďár nad Sázavou,Kraj Vysočina,49.3241908,16.1792341,Bukové řezivo vzduchosuché,2021-09-10,08:00,Movitosti,Ostatní,77EX413/20-398,50550,16850,https://www.portaldrazeb.cz/drazba/177ex413-20-398-2x39p
Jenerál Marek,577001640,podatelna@euzl.cz,Žďár nad Sázavou,Kraj Vysočina,49.3241908,16.1792341,Smrkové řezivo vzduchosuché,2021-09-10,08:00,Movitosti,Ostatní,77EX413/20-399,306075,102025,https://www.portaldrazeb.cz/drazba/177ex413-20-399-qbnzg
Prošek Jiří,377464009,info@exekutors.cz,Neuvedeno,-,,,"Horská kola, elektronika, tenisový bag s raketami, bázenový vysavač",2021-09-10,08:00,Movitosti,Ostatní,X01605/18-1056,42900,14300,https://www.portaldrazeb.cz/drazba/134ex01605-18-1056-735na
Jakubovská Veronika,327516790,exekutorkhora@seznam.cz,Kutná Hora,Středočeský kraj,,,"Soubor movitých věcí - nepojízdná vozidla, malé elektrospotřebiče.",2021-09-10,08:45,Movitosti,-,192EX913/20-96,49500,16500,https://www.portaldrazeb.cz/drazba/192ex913-20-96-yo5qb
"Struminský, Pavel,",552532411,info@exekutor-struminsky.cz,Neuvedeno,-,,,Osobní auto,2021-09-10,11:00,Movitosti,Auto-moto,DD00002/21-007,15800,5267,https://www.portaldrazeb.cz/drazba/201dd00002-21-007-jl8qj
Kubis Marcel,583550263,urad@exekucesumperk.cz,Neuvedeno,-,,,Dražba movitých věcí,2021-09-13,08:00,Movitosti,-,139EX28063/14,3000,1000,https://www.portaldrazeb.cz/drazba/139ex28063-14-53zp5
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Praha-západ,Středočeský kraj,,,"Dražba rodinného domu, k.ú. Hořelice, obec Rudná, okr. Praha - západ",2021-09-13,08:00,Nemovitosti,Rodinný dům,91EX530/19-071,10815000,7210000,https://www.portaldrazeb.cz/drazba/091ex530-19-071-w8ezg
Leskovjan Jiří,277277920,urad@eupraha4.cz,Bruntál,Moravskoslezský kraj,,,rodinný dům Krnov,2021-09-13,08:00,Nemovitosti,Rodinný dům,189DD17/21-8,4900000,3500000,https://www.portaldrazeb.cz/drazba/189dd17-21-8-dqk8y
Petrošová Marcela,513033034,podatelna@exekucebreclav.cz,Příbram,Středočeský kraj,49.7347681,14.3205592,Víceúčelová stavba - srub s pozemky a rybníkem v Borotici - Čelině,2021-09-13,08:30,Nemovitosti,-,160DD5/21-7,9460000,9460000,https://www.portaldrazeb.cz/drazba/160dd5-21-7-53elj
Suchánek Michal,266032031,suchanek@exekucepraha.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,"Dražba spoluvlastnického podílu ve výši 1/2 na pozemku v obci Lanžhot, okr. Břeclav",2021-09-13,09:00,Nemovitosti,Pozemek,EX03742/18-177,62000,41333,https://www.portaldrazeb.cz/drazba/220ex03742-18-177-95l7n
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Opava,Moravskoslezský kraj,49.9448554,17.9157205,"Komerční objekt, Kateřinky u Opavy - dražební rok",2021-09-13,09:00,Nemovitosti,-,64EX908/16-418,7740000,5160000,https://www.portaldrazeb.cz/drazba/164ex908-16-418-xjwqk
Prošek Jiří,377464009,info@exekutors.cz,Neuvedeno,-,,,CHEVROLET AVEO 1.2 KLAS AVEO 1.2 rv 2008,2021-09-13,10:00,Movitosti,Auto-moto,EX14997/14-720,18000,6000,https://www.portaldrazeb.cz/drazba/134ex14997-14-720-2xgnn
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,"iMac 27\""",2021-09-13,11:00,Movitosti,Elektronika,DD00058/00-002,12000,4000,https://www.portaldrazeb.cz/drazba/091dd00058-00-002-jl5k0
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,Lyže Head,2021-09-13,11:00,Movitosti,Ostatní,1DD0059/00-002,7200,2400,https://www.portaldrazeb.cz/drazba/091dd0059-00-002-yo7k0
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,Apple iPhone 6S 32GB - odhlášeno,2021-09-13,11:00,Movitosti,Elektronika,1DD0060/00-002,8400,2800,https://www.portaldrazeb.cz/drazba/091dd0060-00-002-a9kvn
Švecová Ingrid,224920094,petrhumlovam@exekucerychle.cz,Kladno,Středočeský kraj,,,Soubor 12ks elektroniky a zboží,2021-09-13,11:00,Movitosti,Elektronika,1DD0061/00-002,9000,3000,https://www.portaldrazeb.cz/drazba/091dd0061-00-002-aqabl
